product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
708cf9598cc7a8ed22f6f060d3ab547c,cool_stuff,58,1392,1,2000.0,23.0,14.0,16.0
6b7739f782cb37f71cc80e8151ebd6ac,cool_stuff,51,404,2,1300.0,40.0,30.0,30.0
ddebc97ddf43a9787d1ee7012e394ccc,cool_stuff,63,3976,3,2300.0,22.0,29.0,16.0
99e51ed7faea9cbf65fc7bb4ea396cd0,cool_stuff,31,557,1,2600.0,37.0,39.0,28.0
0c5801458e74f9b6c23b44c331426e30,cool_stuff,56,1383,6,1850.0,18.0,23.0,26.0
c181ddb9a0403b7f2010870a988a61bd,cool_stuff,50,418,1,1632.0,30.0,20.0,19.0
d9cbadc2f61272c79987920607db84f1,cool_stuff,56,736,4,975.0,20.0,14.0,16.0
a05500f6eff123c76e965ea224c06c3d,cool_stuff,24,348,3,500.0,25.0,30.0,20.0
4bf9cbdc54a2b6e26a7c00aead4fe01b,cool_stuff,34,1468,1,850.0,30.0,17.0,24.0
3db0b74faf0d26a6b252528659d6b849,cool_stuff,41,851,1,12667.0,39.0,38.0,35.0
0daaaee8a33938591e1d5b980e65046e,cool_stuff,33,434,1,550.0,22.0,6.0,22.0
2691bad4b1d8eb94ea5f2ccbbd582fca,cool_stuff,59,589,1,550.0,16.0,2.0,11.0
728af3cd3c85437cc72784d472f8edc4,cool_stuff,55,482,3,200.0,22.0,12.0,17.0
9b1e33523029f6bde0a3fbe99d793cf4,cool_stuff,48,728,2,83.0,22.0,10.0,16.0
c8149a123a4dccdd873b3de1e7867bba,cool_stuff,51,425,1,250.0,16.0,12.0,11.0
2c2a7e84b8ea741adf739c11dd78ee1a,cool_stuff,58,2216,1,300.0,16.0,16.0,16.0
857d73e07effc672f1427fd2581d6cb3,cool_stuff,32,356,2,600.0,32.0,4.0,29.0
884b444b6ef19272ab3adf358afcc921,cool_stuff,25,258,1,10600.0,57.0,34.0,37.0
4aab09f985ad828b2733c0c0defc7911,cool_stuff,56,444,4,2900.0,44.0,16.0,42.0
0e1b67828c6d682c600b49872507d1ae,cool_stuff,60,899,3,1450.0,20.0,30.0,20.0
3ae1230d17a23cd85318a2b902269d72,cool_stuff,50,623,1,363.0,18.0,16.0,17.0
f3dd572f31692bb5b6ab21d2af0673b1,cool_stuff,56,730,1,2550.0,35.0,28.0,22.0
9257d3f01cd400076c63470f92434c7e,cool_stuff,41,349,3,500.0,16.0,11.0,11.0
989fd236458b9c0410bc6e1cf23cde4d,cool_stuff,36,777,4,1700.0,25.0,26.0,83.0
0c7f7adec80b0c8ee4b9703490bbb13b,cool_stuff,24,491,1,3400.0,28.0,24.0,14.0
f81cb4720a94848a6c7627ae0473bcd3,cool_stuff,60,236,3,700.0,55.0,15.0,45.0
2cc7c90e4f016e696c34e817f09e658f,cool_stuff,58,1210,3,1000.0,41.0,30.0,30.0
e494f26669f3b5feca72555de4733bed,cool_stuff,29,1642,1,275.0,18.0,9.0,18.0
1ed724b5e4b638eeb4bd3487d88b8f28,cool_stuff,51,2676,1,265.0,24.0,9.0,17.0
fb00f51d564e36645bf7eab56ce5fd43,cool_stuff,26,2532,1,2035.0,27.0,13.0,15.0
a34838639f948d8f0727b695c2895cac,cool_stuff,63,2005,1,14200.0,37.0,40.0,34.0
5ae2f57d379f89f995f9444cdb6d5c60,cool_stuff,53,1621,2,133.0,16.0,9.0,13.0
983fb87b74395e82bbe509cf694296ce,cool_stuff,43,404,6,400.0,18.0,7.0,11.0
8a9efe06f7135fd2dfc7b84b30144bda,cool_stuff,52,573,2,225.0,20.0,10.0,16.0
282689e1e4c5d32efe135668c32b6722,cool_stuff,49,1030,4,6122.0,32.0,32.0,37.0
e494f26669f3b5feca72555de4733bed,cool_stuff,29,1642,1,275.0,18.0,9.0,18.0
95d4fd03b0b54ae5c0202828f41bef12,cool_stuff,49,709,1,1758.0,35.0,25.0,25.0
95d4fd03b0b54ae5c0202828f41bef12,cool_stuff,49,709,1,1758.0,35.0,25.0,25.0
74e48c5377480b7d048d7b294abc569b,cool_stuff,45,3908,13,300.0,21.0,12.0,12.0
85f2efd301728b2f8f012f776d932fa2,cool_stuff,43,151,2,400.0,47.0,3.0,37.0
f1d0ef439f9f2246803f89f1005ff709,cool_stuff,58,466,2,3833.0,18.0,35.0,18.0
729834518009d0ecf002340e2b9e34df,cool_stuff,51,873,3,1400.0,18.0,9.0,27.0
59617a7c706291d0b7df5b380aa3e583,cool_stuff,53,108,1,400.0,19.0,14.0,15.0
8c31e10f98572eed00b427279e9ce0e6,cool_stuff,60,457,7,23500.0,60.0,42.0,57.0
fa4e84908e2dca7e8d5c267baa88cfbb,cool_stuff,34,440,7,1850.0,28.0,10.0,25.0
9b8bc17a236d09185c2101d0a02f8487,cool_stuff,63,1406,6,1250.0,31.0,16.0,23.0
716a15647e7f7cfa2f875d657dae4c03,cool_stuff,41,634,3,625.0,18.0,14.0,16.0
163365b4428bf91ee261186233e5f796,cool_stuff,46,455,3,3350.0,24.0,30.0,21.0
1efd84ba20d23186f576a37baf64ae9d,cool_stuff,32,133,1,200.0,18.0,12.0,16.0
802e849764db04b055b0cb2c12022d32,cool_stuff,27,425,1,250.0,23.0,18.0,21.0
70aaba5ccf6aac45a3a7917f3a79c7e4,cool_stuff,46,1348,2,1400.0,25.0,21.0,21.0
02357c69f595e004b50ba115b3f88d63,cool_stuff,43,775,6,4000.0,43.0,35.0,18.0
7aee02a2be46cc487c6c56c0c420075a,cool_stuff,51,1607,2,2867.0,38.0,14.0,37.0
d5f1e6bf4f37a9e1eb16ee83df2137fa,cool_stuff,60,610,1,3600.0,25.0,24.0,24.0
53ecbdfce48c35f53f87609dee98b4b7,cool_stuff,36,342,1,2768.0,26.0,29.0,13.0
5008f57a319af1670091cd1d64656910,cool_stuff,64,246,3,3600.0,20.0,30.0,20.0
6a984aca8806747c09165b7767a3204e,cool_stuff,60,1379,1,16900.0,39.0,62.0,34.0
51d4c5626abb1963d3cba78871cce415,cool_stuff,47,766,5,4400.0,40.0,36.0,30.0
0d94e21c8156ffa3dcb77cb1d456ef80,cool_stuff,50,323,2,50.0,61.0,61.0,61.0
86ef5f987ea9ab69c0231cbff16ce546,cool_stuff,33,500,5,300.0,28.0,6.0,13.0
ee6cf0274e75706751ecd4cd5e353db6,cool_stuff,53,1086,4,24400.0,71.0,68.0,24.0
984a3b9f9bb4c8feb319da951212696e,cool_stuff,20,740,1,50.0,40.0,30.0,50.0
b8ed1dd103e32cc29c222145bc5c74ec,cool_stuff,55,1655,4,6600.0,50.0,16.0,60.0
eb0db7338f21fb5467875d41aaebe7b3,cool_stuff,39,414,3,8100.0,24.0,58.0,15.0
fad9c24cf8c042a01ea0f381957f9ea5,cool_stuff,31,2101,4,500.0,16.0,6.0,16.0
637383c817a76910656fca6dac7ee7a9,cool_stuff,58,1827,6,200.0,16.0,3.0,11.0
11ad873e7f5b2a8fe696997ba983e2d1,cool_stuff,60,811,5,16100.0,82.0,77.0,15.0
21b8d4953c15b92f2f965c89dc35f5ad,cool_stuff,53,615,1,2600.0,34.0,20.0,34.0
86133a7d6682fcb51debce06e6514f93,cool_stuff,52,394,1,5000.0,40.0,27.0,37.0
2adfbd64f2dd14f2dac6afe783311859,cool_stuff,47,2057,7,1900.0,87.0,8.0,11.0
f2f80444318155ff4846edcb98aa8697,cool_stuff,22,349,1,3100.0,35.0,35.0,35.0
bef13288a0f8b26d763411ced1dfa268,cool_stuff,50,450,2,350.0,20.0,30.0,40.0
3954b1f7435552939dd7fdc5cbfea1e4,cool_stuff,35,106,2,1300.0,25.0,10.0,26.0
1c3122302b284dc602555cee331847da,cool_stuff,37,1925,2,4950.0,48.0,46.0,15.0
972373c479cecb6ce4715c729b27ec9c,cool_stuff,50,470,2,1000.0,27.0,6.0,21.0
dfe123265435bbc08b40fc418f66d9a3,esporte_lazer,43,1120,1,15467.0,64.0,62.0,25.0
727a46f0b58a9ef165af9f7ebcfebfa9,esporte_lazer,33,1440,3,200.0,19.0,19.0,19.0
11875b30b49585209e608f40e8082e65,esporte_lazer,26,1465,1,1032.0,17.0,15.0,16.0
f48eb5c2fde13ca63664f0bb05f55346,esporte_lazer,60,1153,2,100.0,20.0,11.0,11.0
5cb96c51c55f57503465e4d2558dc053,esporte_lazer,53,282,1,300.0,35.0,6.0,11.0
30469bb5ea377eae7121981e2f0778e4,esporte_lazer,57,574,4,5950.0,20.0,30.0,80.0
4ce99ff9dcb7821acd8e599d5d4a6531,esporte_lazer,51,192,2,450.0,35.0,10.0,11.0
12087840651e83b48206b82c213b76fd,esporte_lazer,27,521,1,1813.0,30.0,13.0,28.0
6c4d1dce076249f2314ac8f3fc3cc7d1,esporte_lazer,56,2361,9,350.0,16.0,2.0,20.0
bd66403f5f11696c897a825d5235697f,esporte_lazer,60,528,2,274.0,18.0,12.0,15.0
a01d1cbb398e386a4a8f8364401a7584,esporte_lazer,58,757,2,500.0,50.0,5.0,30.0
c63857f1b80521fbf01eb987423d0ccd,esporte_lazer,54,181,1,150.0,30.0,18.0,18.0
17efcba3c09566b89c945ef563f381d2,esporte_lazer,54,728,4,1150.0,46.0,10.0,15.0
c7079d23bead81759eb7c670b96728bc,esporte_lazer,60,723,1,600.0,50.0,12.0,18.0
51c59cf09066762ba5740772b0a86215,esporte_lazer,55,352,5,350.0,28.0,25.0,25.0
a9fa0428bc677ac4d0a948fe2982ad1d,esporte_lazer,49,409,1,200.0,24.0,5.0,21.0
95be29dd18d5a1aae9a916eac469c959,esporte_lazer,58,144,2,200.0,25.0,9.0,27.0
a096400f2b6fbe9c868f7dd5f1333e5a,esporte_lazer,54,814,1,185.0,18.0,12.0,18.0
8c66104d520634a3b6e20c1f326767de,esporte_lazer,33,1132,8,9350.0,105.0,15.0,28.0
fd55ab8af788f6bba621cd37a8701889,esporte_lazer,46,186,1,3900.0,20.0,78.0,55.0
07bcd890d449e493b4ec23d05a9e40ee,esporte_lazer,34,237,3,800.0,30.0,15.0,20.0
abaf51d7a67cc363c8da7ae77d15ecdb,esporte_lazer,38,141,1,300.0,20.0,20.0,11.0
f251b1f9c5b04284fc1ed9b5dc4169f3,esporte_lazer,43,1253,3,1450.0,45.0,16.0,35.0
fb9840b7c9aa168ac9555999557fdf26,esporte_lazer,28,452,1,400.0,18.0,18.0,17.0
bb1865456593db5a35bcc2b23174a09d,esporte_lazer,39,1424,4,7450.0,101.0,16.0,32.0
4a523a9f00bf299d2496151b0e2a3238,esporte_lazer,53,525,1,1500.0,31.0,32.0,31.0
b5c9804aab5c4cfd555ebfbc609de43d,esporte_lazer,48,1062,3,400.0,22.0,12.0,17.0
ce2c8e8fb6241fbc08bbed5a8c6e92cc,esporte_lazer,60,929,4,150.0,20.0,10.0,15.0
4a0d42e046d1d4d039b4b7807ca46e83,esporte_lazer,39,567,1,185.0,23.0,17.0,23.0
011967a30ceeaa86acb72e79664544ad,esporte_lazer,55,468,1,4100.0,17.0,105.0,12.0
f3dbf072e817667fbde052aae313cce1,esporte_lazer,45,599,1,18500.0,22.0,26.0,15.0
810cb3c5af006624fa32d362077af85f,esporte_lazer,24,1071,1,1252.0,20.0,16.0,15.0
cec09725da5ed01471d9a505e7389d37,esporte_lazer,52,1197,1,2500.0,20.0,11.0,11.0
a526c4bc0a48c0e4345f97af496d87cd,esporte_lazer,56,1125,1,200.0,23.0,11.0,15.0
056063b2634974ef86ccb7da2d3d0dbf,esporte_lazer,33,315,1,1431.0,30.0,20.0,21.0
f8d86453c62a01cc2920531c0bdf194d,esporte_lazer,42,522,3,1150.0,27.0,16.0,22.0
5650f9e1f73d0a1c0176988cf2e950d5,esporte_lazer,55,2070,1,400.0,16.0,11.0,12.0
ffd246249e3225c13f40b5b91dcaa65a,esporte_lazer,47,1457,2,850.0,20.0,12.0,11.0
c388aa3cdd554588ebcc869156381ba3,esporte_lazer,46,463,2,300.0,35.0,4.0,25.0
fd25ab760bfbba13c198fa3b4f1a0cd3,esporte_lazer,42,858,1,1300.0,30.0,30.0,35.0
9d8a0e115e802d845b4ce1eb794d1260,esporte_lazer,30,2299,1,150.0,20.0,10.0,15.0
c7f8c040002615c99a0aa2ddec4c41e6,esporte_lazer,58,586,1,300.0,27.0,9.0,14.0
5538ed283fd2d0e2a1151507e1cbd59c,esporte_lazer,53,1326,1,400.0,25.0,8.0,18.0
3e0f398b664b26e3224c79dbf435191f,esporte_lazer,57,900,4,400.0,16.0,4.0,11.0
63ee501f72520d5ec54cef5fd3a21a20,esporte_lazer,60,437,3,1093.0,20.0,14.0,18.0
3ae13337333ac7ba984074d5a6349074,esporte_lazer,55,1294,2,3325.0,32.0,31.0,28.0
32ad146ce66014dd98fdc2190bc995d6,esporte_lazer,36,491,1,200.0,18.0,9.0,13.0
382d3a69f930988d7ad77f78f31c0944,esporte_lazer,41,569,1,250.0,16.0,16.0,16.0
14555ba663de8689feacf1d0819cc3b3,esporte_lazer,42,660,1,2150.0,41.0,10.0,35.0
781afe929e3016a667f5f439afd55fce,esporte_lazer,42,590,1,400.0,18.0,18.0,18.0
577651d818a476142703089bae8e6f7c,esporte_lazer,59,513,1,250.0,17.0,9.0,12.0
291b39691d7d40a42f9e7d0920d9a21a,esporte_lazer,46,284,5,1200.0,40.0,6.0,15.0
80033c8e73f5b367b3809549337f0122,esporte_lazer,58,379,1,1800.0,20.0,31.0,16.0
35c4a5bb0f191b77c8900661f047250b,esporte_lazer,33,186,1,1013.0,23.0,26.0,15.0
68821aa251c8715f0c4199f413511411,esporte_lazer,20,582,1,11150.0,28.0,4.0,28.0
93582a7d8a16b7f7fb4992be2c91b659,esporte_lazer,39,767,2,500.0,25.0,4.0,22.0
7947d7b3c612e55b3aff718305774067,esporte_lazer,60,160,2,100.0,28.0,3.0,20.0
0bbdc963004d9b2fd3427ee3c5ae3608,esporte_lazer,31,1479,3,150.0,23.0,7.0,12.0
b6c3ac7e88727311d75dc5695fb9f18e,esporte_lazer,23,163,3,1600.0,30.0,30.0,30.0
337c81a0f9e751b6cbdf56680a33c365,esporte_lazer,56,635,1,163.0,16.0,9.0,12.0
c2f7953b36a941befe89795854fa2c48,esporte_lazer,49,1177,1,1550.0,41.0,6.0,33.0
b4436da747c3a53ab07ac0e71de17dcd,esporte_lazer,42,696,1,24450.0,105.0,50.0,20.0
42bf9ee410b1247f0223626107834b87,esporte_lazer,46,1846,1,1350.0,20.0,30.0,20.0
1bbb8e929009e827868035f4fa7a5884,esporte_lazer,25,319,1,518.0,21.0,28.0,22.0
d5852e1fab9be489b5371a70adad7494,esporte_lazer,25,236,2,400.0,50.0,10.0,17.0
490b7f74cbef35be4b6b69bb5f177386,esporte_lazer,43,1158,1,150.0,16.0,17.0,22.0
0a32970769398151da435910bce405e4,esporte_lazer,32,617,1,608.0,22.0,15.0,18.0
1697727d6c82c23c7149c6c773683d2c,esporte_lazer,37,264,2,2600.0,28.0,28.0,20.0
79d2c1de4aaac73cf031b5e1f03a68aa,esporte_lazer,55,1129,1,300.0,18.0,12.0,14.0
5a11bc271d03e7a31cdd33d1d8580456,esporte_lazer,63,1026,3,600.0,38.0,12.0,25.0
063d853b6d570a9a5d06e8e044658c21,esporte_lazer,63,1777,10,900.0,22.0,15.0,20.0
1a758361b1c10b3ffe3d3373332de319,esporte_lazer,56,819,4,175.0,17.0,10.0,13.0
00ae7076313576f94d9107599d79a978,esporte_lazer,38,440,1,600.0,22.0,33.0,16.0
b5c9804aab5c4cfd555ebfbc609de43d,esporte_lazer,48,1062,3,400.0,22.0,12.0,17.0
32ab984210a9cc604931ba8408ec6994,esporte_lazer,45,450,1,1300.0,16.0,12.0,13.0
7e857e35018e4a05b7d124d1628dc1f0,esporte_lazer,14,1346,1,329.0,20.0,16.0,18.0
7e857e35018e4a05b7d124d1628dc1f0,esporte_lazer,14,1346,1,329.0,20.0,16.0,18.0
4ece875799f8eacb00dc13e93d0a2fd0,esporte_lazer,42,2300,2,350.0,16.0,16.0,16.0
ecbe1ef7e2903ff8b1d704ba78fa264d,esporte_lazer,47,920,1,902.0,19.0,21.0,16.0
ecbe1ef7e2903ff8b1d704ba78fa264d,esporte_lazer,47,920,1,902.0,19.0,21.0,16.0
66f4a4e7df716d7d67d81496ccc1ccf6,esporte_lazer,58,1221,2,1000.0,27.0,15.0,22.0
19421075ae0b585f2dc13ff149e2119d,esporte_lazer,32,1797,1,150.0,16.0,16.0,11.0
1dfb36d969d347f56f43590ec42c7b8c,esporte_lazer,50,1212,5,900.0,26.0,6.0,13.0
f1b5bab9091189a35c60f52afb5bcfa0,esporte_lazer,52,354,1,1223.0,32.0,25.0,23.0
52e9413ed0d3e64b796aac2bc2291d50,esporte_lazer,54,790,6,200.0,17.0,10.0,11.0
981d19b32de498335ca41b1faf1b4e35,esporte_lazer,44,2350,1,575.0,21.0,16.0,11.0
616968e81dfe76aade96cd6f673b6d24,esporte_lazer,31,534,1,501.0,23.0,18.0,17.0
7deb2eaebc9527d1f8bd20169d3c6b31,esporte_lazer,27,144,1,189.0,19.0,13.0,16.0
b521fddf2c8a7e7d1791bfb3c1b2f278,esporte_lazer,55,448,1,1000.0,20.0,20.0,20.0
336cfb12a5468070795ae4c964f4ce47,esporte_lazer,35,584,3,1000.0,40.0,20.0,20.0
ca33dbc1342572c1aa64e74fb42bab4a,esporte_lazer,60,113,1,300.0,16.0,18.0,11.0
0075c14603d80515e20908c156ceb47b,esporte_lazer,50,329,2,150.0,16.0,18.0,16.0
5581bb179770e44255d6bb9b9e1bcca9,esporte_lazer,37,121,1,363.0,18.0,14.0,17.0
09b069a1846b0e666a398952c8ba1605,esporte_lazer,50,3129,1,350.0,18.0,8.0,14.0
be62243c73473ddb40dca0d1cf38bc87,esporte_lazer,59,626,2,600.0,16.0,10.0,12.0
f1da618218e0af87b633532b561f5e6d,esporte_lazer,43,1406,1,767.0,16.0,16.0,17.0
da051bd767b7457572d55aba23fd846a,esporte_lazer,49,473,1,1075.0,22.0,23.0,22.0
5d9805d8578300114d104afcfd6e6b39,esporte_lazer,36,163,1,158.0,19.0,13.0,16.0
5d9805d8578300114d104afcfd6e6b39,esporte_lazer,36,163,1,158.0,19.0,13.0,16.0
9483476ac5b7549f7df5ff12fb6fb5d9,esporte_lazer,52,183,2,300.0,20.0,14.0,20.0
a83a581a8343b458c6c90cffc7ad1b60,esporte_lazer,59,552,6,1500.0,50.0,15.0,30.0
5fc604f5f76a23b94565f06a830fa835,esporte_lazer,51,302,1,400.0,20.0,20.0,11.0
2196663031bcde078cede855ac0b5739,esporte_lazer,43,1646,6,491.0,19.0,12.0,16.0
fa34ea2e5a4169cdbbd9cd605eb2170d,esporte_lazer,54,567,1,400.0,16.0,20.0,16.0
b83727c2bb0942488a69e3683cc8682a,esporte_lazer,51,833,1,900.0,16.0,16.0,16.0
a869ec6209c361ca46dad85a5530e119,esporte_lazer,49,1313,1,2438.0,28.0,31.0,24.0
50b9ed3a22932b28d452c73046083f5d,esporte_lazer,52,1321,1,254.0,17.0,15.0,12.0
aa5889064ca9c81e3a9dc65dd018187c,esporte_lazer,33,2440,2,1200.0,30.0,20.0,20.0
a5e66fadbb9b49dffdbf63675436a332,esporte_lazer,57,2717,2,163.0,21.0,12.0,14.0
73852ee3739732147010f2be732d597c,esporte_lazer,42,277,1,1147.0,25.0,21.0,19.0
421730bc1e40e869255cc20542bd2444,esporte_lazer,33,150,1,300.0,16.0,25.0,11.0
58f1f70c378b16f78eff44c7104aa772,esporte_lazer,53,985,3,1400.0,34.0,16.0,23.0
ae7d8348fbef50928a680454fffbca00,esporte_lazer,30,682,2,304.0,27.0,17.0,27.0
42877980a9990b1391c279582c1aa894,esporte_lazer,59,1013,3,200.0,20.0,7.0,12.0
9c8d6227bbe62913ca96217005540fda,esporte_lazer,35,274,2,500.0,25.0,20.0,20.0
af56e0203193f066ed64cbbbbf95ae6a,esporte_lazer,50,1290,3,750.0,25.0,7.0,25.0
7f8b42a3cbe617b6112e0623f0d32fa2,esporte_lazer,41,936,1,6300.0,101.0,16.0,25.0
34b3d6e3e824bdbecac9611588a63459,esporte_lazer,42,247,2,1550.0,60.0,15.0,15.0
1529199a7d88ac40cef5b4a508f18f2c,esporte_lazer,38,1043,2,500.0,17.0,5.0,13.0
4180a49d4b879e727ad2c8e82a9f4d87,esporte_lazer,54,1598,1,250.0,16.0,15.0,16.0
0705b33fb285827a578fce4899f1b921,esporte_lazer,35,650,1,400.0,95.0,6.0,47.0
1da0fbb35cfdc9fcb6d48dfddca69513,esporte_lazer,43,535,3,700.0,16.0,23.0,15.0
a8fe47ad6f852f93cc92c7b408687de3,esporte_lazer,27,202,5,400.0,70.0,10.0,20.0
a1e903cd2d23763ef8b85ec12eb79d9c,esporte_lazer,55,369,2,200.0,16.0,13.0,12.0
9e658d39c905e71cc35ec057b88b185b,esporte_lazer,27,716,6,675.0,41.0,21.0,21.0
28e1646763656b0a621cf2b65c118da9,esporte_lazer,55,508,5,1250.0,21.0,15.0,18.0
823fbf290afe6e92a33834f5ca39e0f9,esporte_lazer,59,502,3,14100.0,71.0,53.0,23.0
1c7bf92052619cc8b84907741fd0cedb,esporte_lazer,45,691,1,185.0,18.0,15.0,15.0
5f6b9379adaf6cf73b45229cf6eb5ec4,esporte_lazer,42,1391,1,240.0,17.0,11.0,14.0
11875b30b49585209e608f40e8082e65,esporte_lazer,26,1465,1,1032.0,17.0,15.0,16.0
71d0f164444941a25e66f51cc8b17c0e,esporte_lazer,60,1220,3,1700.0,52.0,8.0,10.0
55b71bf300a2765a382eaec566df531f,esporte_lazer,50,2164,5,3400.0,33.0,25.0,28.0
7d50930301709838d8e90dcac5cfaa84,esporte_lazer,59,254,1,1650.0,40.0,45.0,25.0
b9ee7519d0187d2389af62ba6c612963,esporte_lazer,53,212,6,900.0,28.0,10.0,28.0
d22625c4bd160a54f96629f139153c74,esporte_lazer,42,3495,1,2386.0,29.0,30.0,26.0
7cf14faf0bbe9357dbd24b4a1de69f2d,esporte_lazer,15,328,2,150.0,28.0,5.0,14.0
40b2a43c74c26b963dd1bd05384663a0,esporte_lazer,63,924,5,300.0,25.0,12.0,18.0
348ddc765722b7885d765f63eed52eed,esporte_lazer,56,2981,1,2600.0,40.0,24.0,35.0
fb1c85ab4adb8f0fd63d3e2156e51f4b,esporte_lazer,33,2213,1,217.0,20.0,20.0,20.0
4a8388d725082add032c3a248d515142,esporte_lazer,19,423,2,450.0,32.0,8.0,24.0
9d4907a98d11d8b3254b9997e36e2a32,esporte_lazer,29,405,1,200.0,16.0,16.0,16.0
343f9a709f19a5f4af650ac0b0ca7f74,esporte_lazer,50,156,3,450.0,21.0,25.0,21.0
99aa268744e2967e0ed6d3b22a38eff2,esporte_lazer,48,1700,2,750.0,59.0,14.0,12.0
3c4223262d31fa35043380da246fb0fa,esporte_lazer,52,795,1,700.0,16.0,15.0,15.0
f6863b4410e703a4182444a4ede2e7c2,esporte_lazer,55,282,2,1800.0,22.0,12.0,12.0
67d87e3b4ef9e609ba5eeed6a4b3b5f8,esporte_lazer,33,1042,7,600.0,28.0,10.0,18.0
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152.0,26.0,24.0,21.0
32aeecc02aa5adcb7f75155a80a47836,esporte_lazer,45,1575,1,2152.0,26.0,24.0,21.0
e4ded0f268ce696528f196af41abc475,esporte_lazer,24,104,1,400.0,16.0,8.0,16.0
99fb0293e181af6a2b692fef4ddac420,esporte_lazer,59,2148,1,100.0,16.0,15.0,15.0
f51f0dff431ac30d20b87401944b10cd,esporte_lazer,30,754,4,700.0,28.0,25.0,25.0
1d9ec694c5ecfc2d472cf83b1c4891c6,esporte_lazer,35,238,1,950.0,16.0,7.0,12.0
97dd14dcd2c85f01c271127d6413f2d8,esporte_lazer,50,920,3,817.0,52.0,23.0,57.0
dfd57e4f6b146266a765a285fac364ed,esporte_lazer,26,192,1,300.0,25.0,20.0,20.0
8def15a9a64f1e5f1591ceb6265570c6,esporte_lazer,59,742,4,14600.0,52.0,40.0,42.0
c8abdbe349a97073e7aebc795be55bd8,esporte_lazer,59,1569,3,2150.0,105.0,15.0,15.0
6743237ac224ec25a57fcc1b07197f64,esporte_lazer,39,273,4,200.0,20.0,6.0,13.0
32b9c3230a57c4312a9419c44a2e45ef,esporte_lazer,48,596,6,1600.0,95.0,16.0,16.0
e717e613d0bde7828d469455c8058172,esporte_lazer,46,541,1,50.0,16.0,24.0,13.0
5a21ffb33906d29b4ad9edf60f6f1b2e,esporte_lazer,41,1663,3,1850.0,30.0,30.0,30.0
9a81ff03e62cb56207c77fc1e718a4c4,esporte_lazer,52,507,1,1150.0,34.0,15.0,15.0
5743cde12b14a481dbc29d4dc336f92c,esporte_lazer,55,986,2,400.0,18.0,9.0,11.0
fb060ad9a8625b626189641799bccf89,esporte_lazer,63,569,3,275.0,24.0,8.0,12.0
11dc4053871ff53ff79fb1fc7e6b160f,esporte_lazer,29,347,1,1600.0,100.0,7.0,11.0
9d97c3a4538b02f9310eefcce83c7e74,esporte_lazer,63,893,1,400.0,30.0,20.0,21.0
ae8a92195eb75e94998a210eeb51693e,esporte_lazer,43,513,1,400.0,30.0,5.0,20.0
8c5af0747c457be38b6147250a5a5487,esporte_lazer,40,322,4,250.0,22.0,13.0,17.0
47356bc50df2353e354ef15c95306567,esporte_lazer,56,202,1,600.0,25.0,25.0,25.0
60314cbf527af04ebc935be7c02dc1cd,esporte_lazer,59,303,2,750.0,16.0,6.0,16.0
759329d7653fd0c9a2b00d60aa8dd047,esporte_lazer,48,541,1,200.0,26.0,5.0,13.0
f6a84928571f68635beb0f5c9333c6f3,esporte_lazer,60,1247,6,30000.0,86.0,66.0,36.0
658675929f516ce89c6c508269123f98,esporte_lazer,26,438,1,757.0,22.0,6.0,20.0
a7f67835c76b6bdd6950e1322c4b3900,esporte_lazer,56,574,6,250.0,30.0,16.0,16.0
3c4e3782469a0f1ac459dc6c47ebef31,esporte_lazer,56,235,1,500.0,30.0,5.0,20.0
d593482d0fde39297f9253274b4903d9,esporte_lazer,38,1731,1,350.0,20.0,15.0,17.0
fce1a7007f115fe2b900a7592ee87c47,esporte_lazer,32,1823,2,200.0,18.0,8.0,14.0
2b6d84a08eed9e50e3d8389b56cd3327,esporte_lazer,33,537,3,500.0,30.0,10.0,20.0
4ede61f4c026ce233e4ba9ff9444ee09,esporte_lazer,54,175,6,600.0,20.0,20.0,20.0
fa23bf270fb9880690b07d09b9f9ff20,esporte_lazer,60,475,4,800.0,50.0,15.0,25.0
991d9793febfe022d5db970595a99008,esporte_lazer,26,383,1,100.0,20.0,15.0,12.0
f42b6d7b1de09b0216895a6dd9621c79,esporte_lazer,49,279,3,900.0,22.0,5.0,50.0
5af7ade8876b4548b766b99b151c2dd4,esporte_lazer,59,590,2,18350.0,16.0,78.0,30.0
dc4c70ae91ccd3ee8e376c073b377f64,esporte_lazer,53,412,1,1000.0,25.0,20.0,25.0
ad5e26211dacf07063fac8864fb68e4f,esporte_lazer,54,1069,3,26100.0,80.0,85.0,20.0
82cbf8090880e6be359de9d332558817,esporte_lazer,50,923,1,500.0,16.0,15.0,12.0
0f3c8906e5b08127d539956bc587074c,esporte_lazer,27,293,4,3325.0,71.0,14.0,71.0
4ebb5f04dcd97206fb7b41b340c86e23,esporte_lazer,47,304,1,500.0,35.0,10.0,20.0
89de415e2cf869a6b1274f51913f1a49,esporte_lazer,26,556,1,500.0,25.0,15.0,25.0
4cb56b0f9b5f53f50d8d2e2278518328,esporte_lazer,38,687,1,640.0,23.0,18.0,18.0
f16d2a82f9aa7a4efd36ea25d0966c97,esporte_lazer,55,1976,2,1400.0,16.0,27.0,16.0
